广东联通,#genre#
39,http://60.223.224.176:8888/newlive/live/hls/39/live.m3u8
40,http://60.223.224.176:8888/newlive/live/hls/40/live.m3u8
41,http://60.223.224.176:8888/newlive/live/hls/41/live.m3u8
42,http://60.223.224.176:8888/newlive/live/hls/42/live.m3u8
43,http://60.223.224.176:8888/newlive/live/hls/43/live.m3u8
44,http://60.223.224.176:8888/newlive/live/hls/44/live.m3u8
45,http://60.223.224.176:8888/newlive/live/hls/45/live.m3u8
46,http://60.223.224.176:8888/newlive/live/hls/46/live.m3u8
47,http://60.223.224.176:8888/newlive/live/hls/47/live.m3u8
48,http://60.223.224.176:8888/newlive/live/hls/48/live.m3u8
49,http://60.223.224.176:8888/newlive/live/hls/49/live.m3u8
50,http://60.223.224.176:8888/newlive/live/hls/50/live.m3u8
51,http://60.223.224.176:8888/newlive/live/hls/51/live.m3u8
52,http://60.223.224.176:8888/newlive/live/hls/52/live.m3u8
53,http://60.223.224.176:8888/newlive/live/hls/53/live.m3u8
54,http://60.223.224.176:8888/newlive/live/hls/54/live.m3u8
55,http://60.223.224.176:8888/newlive/live/hls/55/live.m3u8
56,http://60.223.224.176:8888/newlive/live/hls/56/live.m3u8
57,http://60.223.224.176:8888/newlive/live/hls/57/live.m3u
